lead_id,created_at,source,product,region,rep,response_time_hours,stage_reached,status,lost_reason,deal_value,closed_at
LD-301749,21-Jan-2025 16:04,Referral,Competitive Exam Prep,North Region,Rep_06,3.64,Proposal Sent,Lost,Price Objection,1122.21,2025-03-16 23:18:29.992832
LD-301750,2026-05-11 16:04:00,Referral,Competitive Exam Prep,North Region,Rep_11,1.03,Contacted,Open,,,
LD-301751,27-Jun-2026 18:04,Partner Channel,K-12 Math,North Region,Rep_11,1.53,Contacted,Open,,,
LD-301752,29-Apr-2025 20:15,paid search,Coding for Kids,North Region,Rep_01,4.85,Demo Completed,Lost,Price Objection,584.7,2025-06-10 20:12:11.517133
LD-301753,02/07/2025 12:48,Cold Outreach,Study Abroad Prep,East Region,Rep_14,4.07,Lead,Open,,,
LD-301754,2026-03-02 19:28:00,paid search,k-12 math,East Region,Rep_14,2.91,Demo Completed,Lost,Price Objection,556.06,2026-04-03 20:29:07.566389
LD-301755,09/15/2025 09:09,Social Media,Language Learning,South Region,Rep_07,3.73,Proposal Sent,Lost,Bad Timing,404.84,2025-10-16 16:44:54.480055
LD-301756,2025-11-27 07:59:00,Organic Search,CODING FOR KIDS,,Rep_01,1.09,Closed,Won,,$741.53,2026-01-01 10:13:03.022545
LD-301757,10/09/2025 13:30,SEO,K-12 Math,International,Rep_05,1.95,Lead,Open,,,
LD-301758,06-Mar-2025 08:48,Cold Outreach,K-12 Math,South Region,Rep_02,4.19,Demo Completed,Lost,Went With Competitor,440.13,2025-04-10 14:44:33.966064
LD-301759,08/06/2025 17:49,Paid Search,Coding For Kids,South Region,Rep_07,3.14,Lead,Open,,,
LD-301760,02/11/2025 20:46,Paid Search,Language Learning,International,Rep_10,8.54,Contacted,Open,,,
LD-301761,02/25/2025 11:26,Webinar,Study Abroad Prep,West Region,Rep_03,5.13,Contacted,Open,,,
LD-301762,10-Dec-2025 20:29,Referral,Competitive Exam Prep,West Region,Rep_03,0.8,Closed,Won,,940.5,2026-01-18 18:16:41.055902
LD-301763,09-Jun-2026 19:16,Webinar,Competitive Exam Prep,South Region,Rep_02,4.74,Contacted,Open,,,
LD-301764,29-Apr-2025 09:26,Social,Coding for Kids,International,Rep_05,1.55,Lead,Open,,,
LD-301765,2025-06-30 08:38:00,Organic Search,Coding for Kids,South Region,Rep_07,1.67,Contacted,Open,,,
LD-301766,2026-04-25 15:03:00,Referral,Competitive Exam Prep,East Region,Rep_04,2.95,Contacted,Open,,,
LD-301767,2025-05-07 15:47:00,Social Media,Competitive Exam Prep,South Region,Rep_12,0.55,Contacted,Open,,,
LD-301768,2025-03-17 12:10:00,Organic search,K-12 Math,South Region,Rep_07,3.76,Contacted,Open,,,
LD-301769,06/15/2026 13:33,Webinar,Competitive Exam Prep,North Region,Rep_06,9.56,Lead,Open,,,
LD-301770,09/13/2025 07:47,Referral,Language Learning,,Rep_02,7.81,Closed,Won,,$333.64,2025-10-20 17:03:24.073612
LD-301771,2025-06-05 19:23:00,Webinar,Competitive Exam Prep,West Region,Rep_13,4.15,Negotiation,Lost,Bad Timing,1087.67,2025-08-03 07:05:14.829193
LD-301772,2025-09-05 14:58:00,Referral,Coding for Kids,West Region,Rep_13,3.57,Closed,Won,,621.95,2025-10-08 19:19:31.466866
LD-301773,2025-01-02 12:18:00,Organic Search,K-12 Math,South Region,Rep_07,6.81,Lead,Open,,,
LD-301774,01/26/2026 18:17,social media,Language Learning,South Region,Rep_02,0.84,Negotiation,Lost,Price Objection,394.05,2026-03-09 20:26:05.370067
LD-301775,2025-07-15 07:21:00,Organic Search,Coding for Kids,South Region,Rep_07,3.44,Closed,Won,,769.03,2025-08-07 15:06:41.864328
LD-301776,12-Mar-2025 18:40,Paid Search,K-12 Math,West Region,Rep_03,0.51,Lead,Open,,,
LD-301777,04-May-2026 18:44,Partner Channel,K-12 Math,North Region,Rep_11,1.22,Closed,Won,,$490.08,2026-06-04 08:12:13.493260
LD-301778,20-May-2026 08:17,Paid Search,CODING FOR KIDS,South Region,Rep_02,3.9,Contacted,Open,,,
LD-301779,04/13/2026 09:53,Organic Search,Language Learning,South Region,Rep_12,10.67,Contacted,Open,,,
LD-301780,25-Nov-2025 13:02,Webinar,K-12 Math,East Region,Rep_14,10.31,Lead,Open,,,
LD-301781,2025-02-09 15:16:00,PPC,Competitive Exam Prep,,Rep_09,5.51,Contacted,Open,,,
LD-301782,09/25/2025 09:27,Webinar,Language Learning,,Rep_02,2.76,Contacted,Open,,,
LD-301783,2025-10-02 07:57:00,Paid Search,Competitive Exam Prep,West Region,Rep_08,1.33,Contacted,Open,,,
LD-301784,31-Jan-2025 19:22,Cold Outreach,Competitive Exam Prep,North Region,Rep_01,0.16,Proposal Sent,Lost,No Response / Ghosted,1104.89,2025-03-27 11:17:11.020128
LD-301785,2025-02-13 18:02:00,Organic Search,Competitive Exam Prep,East Region,Rep_14,4.27,Contacted,Open,,,
LD-301786,13-Mar-2026 17:31,Social,K-12 Math,South Region,Rep_12,2.6,Contacted,Open,,,
LD-301787,08/29/2025 20:57,Organic Search,K-12 Math,North Region,Rep_11,12.63,Demo Completed,Lost,Went With Competitor,534.74,2025-10-05 08:02:54.512038
LD-301788,09-Jun-2025 16:10,Organic Search,coding for kids,East Region,Rep_14,2.76,Demo Scheduled,Open,,,
LD-301789,07/17/2025 19:18,Organic Search,Coding for Kids,South Region,Rep_12,1.61,Contacted,Open,,,
LD-301790,2026-01-18 09:49:00,Social Media,Competitive Exam Prep,West Region,Rep_13,5.22,Lead,Open,,,
LD-301791,11-Oct-2025 17:59,Referral,Coding for Kids,East Region,Rep_14,1.46,Contacted,Open,,,
LD-301792,2026-01-23 14:35:00,Cold Outreach,Competitive Exam Prep,South Region,Rep_12,2.67,Contacted,Open,,,
LD-301793,06/20/2026 17:17,Webinar,K-12 Math,South Region,Rep_02,2.13,Contacted,Open,,,
LD-301794,2025-03-28 18:35:00,Paid Search,K-12  Math,West Region,Rep_08,0.52,Lead,Open,,,
LD-301795,2025-10-10 14:14:00,Webinar,Coding for Kids,East Region,Rep_09,3.01,Demo Completed,Lost,Price Objection,$537.06,2025-11-24 22:29:07.418198
LD-301796,25-Nov-2025 17:43,organic search,Competitive Exam Prep,East Region,Rep_04,2.28,Contacted,Open,,,
LD-301797,10/05/2025 08:20,PPC,Competitive Exam Prep,South Region,Rep_02,0.6,Closed,Won,,981.4,2025-11-10 06:18:50.943526
LD-301798,01/14/2026 17:15,Paid Search,Coding for Kids,West Region,Rep_08,4.85,Demo Completed,Lost,Budget Not Approved,729.22,2026-02-16 16:25:54.431550
LD-301799,03/21/2025 13:20,Paid Search,Competitive Exam Prep,West Region,Rep_03,2.72,Lead,Open,,,
LD-301800,2026-05-29 13:43:00,Webinar,Competitive Exam Prep,North Region,Rep_11,0.22,Closed,Won,,842.8,2026-07-07 16:52:51.150742
LD-301801,24-Sep-2025 08:13,Referral,Competitive Exam Prep,East Region,Rep_09,2.21,Contacted,Open,,,
LD-301802,05/02/2025 12:55,Partner Channel,Coding for Kids,East Region,Rep_14,8.61,Lead,Open,,,
LD-301803,03/19/2026 11:34,Referral,Coding for Kids,South Region,Rep_02,8.62,Contacted,Open,,,
LD-301804,2025-06-26 13:25:00,Partner Channel,Coding for Kids,North Region,Rep_06,0.72,Proposal Sent,Lost,Price Objection,591.01,2025-08-15 02:06:16.574144
LD-301805,01/16/2026 19:02,Webinar,Coding for Kids,South Region,Rep_12,1.84,Contacted,Open,,,
LD-301806,2025-11-27 16:55:00,Paid Search,K-12 Math,North Region,Rep_11,1.35,Closed,Won,,582.35,2026-01-06 03:22:24.649734
LD-301807,13-Jun-2026 17:32,Webinar,Language Learning,South Region,Rep_12,2.91,Closed,Won,,393.47,2026-07-28 12:59:18.224419
LD-301808,17-Oct-2025 08:16,Partner Channel,Competitive Exam Prep,South Region,Rep_07,1.63,Closed,Won,,"$1,067.43",2025-11-19 12:47:01.793225
LD-301809,02/11/2025 20:15,Organic Search,Coding for Kids,East Region,Rep_04,2.22,Contacted,Open,,,
LD-301810,01/01/2025 18:41,Paid Search,Coding for Kids,West Region,Rep_13,2.3,Contacted,Open,,,
LD-301811,16-May-2025 12:05,Webinar,K12 Math,West Region,Rep_13,3.73,Closed,Won,,$589.70,2025-07-02 13:13:26.412031
LD-301812,2025-05-16 18:24:00,Paid Search,Coding for Kids,North Region,Rep_11,1.18,Closed,Won,,722.65,2025-06-23 07:29:10.666528
LD-301813,13-Sep-2025 15:23,Social Media,Competitive Exam Prep,South Region,Rep_07,5.09,Demo Scheduled,Open,,,
LD-301814,2025-09-09 09:09:00,Paid Search,Language Learning,South Region,Rep_12,2.66,Contacted,Open,,,
LD-301815,07/02/2025 16:50,Social Media,K-12 Math,West Region,Rep_08,2.79,Contacted,Open,,,
LD-301816,23-Jan-2026 12:53,Partner Channel,K-12 Math,East Region,Rep_09,0.74,Closed,Won,,$561.26,2026-02-27 13:49:57.006627
LD-301817,11/04/2025 12:39,Social Media,Competitive Exam Prep,West Region,Rep_08,0.7,Contacted,Open,,,
LD-301818,2026-02-11 16:54:00,Organic Search,Study Abroad Prep,East Region,Rep_14,2.6,Contacted,Open,,,
LD-301819,2026-05-20 14:18:00,Paid Search,Coding for Kids,East Region,Rep_09,3.98,Contacted,Open,,,
LD-301820,2026-04-17 11:52:00,organic search,Language Learning,International,Rep_15,7.1,Contacted,Open,,,
LD-301821,25-Dec-2025 19:55,Referral,coding for kids,South Region,Rep_12,1.9,Closed,Won,,645.68,2026-01-25 13:22:44.639917
LD-301822,2026-06-15 20:28:00,Paid Search,Language Learning,East Region,Rep_04,3.95,Contacted,Open,,,
LD-301823,21-Jan-2026 19:39,Paid Search,K-12 Math,South Region,Rep_07,2.2,Contacted,Open,,,
LD-301824,2025-02-04 07:03:00,Social Media,Competitive Exam Prep,South Region,Rep_07,3.43,Lead,Open,,,
LD-301825,21-Nov-2025 20:40,Partner Channel,Competitive Exam Prep,South Region,Rep_07,11.2,Closed,Won,,1018.06,2025-12-28 13:44:07.813235
LD-301826,2025-04-14 19:07:00,Organic search,K-12 Math,International,Rep_10,7.41,Lead,Open,,,
LD-301827,2025-05-28 18:27:00,Organic Search,Competitive Exam Prep,North Region,Rep_06,2.79,Lead,Open,,,
LD-301828,2026-06-01 12:12:00,Paid Search,Language Learning,East Region,Rep_09,2.2,Contacted,Open,,,
LD-301829,02/04/2025 09:49,Paid Search,K-12 Math,West Region,Rep_03,5.04,Lead,Open,,,
LD-301830,11-Jun-2026 17:25,Paid Search,Coding for Kids,East Region,Rep_14,1.2,Contacted,Open,,,
LD-301831,2025-07-25 15:52:00,Social Media,Competitive Exam Prep,South Region,Rep_12,2.33,Lead,Open,,,
LD-301832,2025-12-21 13:03:00,Webinar,K12 Math,West Region,Rep_08,4.85,Contacted,Open,,,
LD-301833,05/13/2025 15:34,Referral,Coding for Kids,South Region,Rep_12,2.58,Negotiation,Lost,Bad Timing,535.07,2025-06-15 10:53:28.161268
LD-301834,12/08/2025 07:02,Referral,Competitive Exam Prep,,Rep_14,6.5,Negotiation,Lost,Price Objection,$976.82,2026-01-22 19:24:33.996171
LD-301835,04/10/2026 14:10,Organic Search,Coding for Kids,West Region,Rep_03,2.8,Contacted,Open,,,
LD-301836,01/16/2026 14:27,Organic Search,Coding for Kids,North Region,Rep_06,2.28,Lead,Open,,,
LD-301837,10/03/2025 17:35,Social Media,K-12 Math,West Region,Rep_03,0.93,Lead,Open,,,
LD-301838,05/29/2026 14:37,Paid Search,Coding for Kids,East Region,Rep_04,4.42,Demo Scheduled,Open,,,
LD-301839,02-Jan-2025 10:44,Paid Search,Coding for Kids,West Region,Rep_13,6.87,Lead,Open,,,
LD-301840,2025-01-21 18:04:00,Social Media,Study Abroad Prep,South Region,Rep_02,2.16,Demo Completed,Lost,No Response / Ghosted,1617.45,2025-02-23 10:23:09.020996
LD-301841,02-May-2026 07:28,Referral,coding for kids,East Region,Rep_14,3.24,Proposal Sent,Lost,Price Objection,565.75,2026-06-15 16:01:22.972145
LD-301842,2025-07-11 08:22:00,Cold Outreach,Coding for Kids,West Region,Rep_03,2.09,Demo Scheduled,Open,,,
LD-301843,26-Dec-2025 14:24,Referral,K-12 Math,International,Rep_10,3.22,Negotiation,Lost,Price Objection,430.12,2026-02-12 09:48:36.477426
LD-301844,2025-06-21 16:36:00,Organic Search,Study Abroad Prep,International,Rep_10,8.83,Contacted,Open,,,
LD-301845,03-Jan-2025 16:39,Organic Search,K-12 Math,,Rep_04,2.81,Lead,Open,,,
LD-301846,06-Jun-2025 09:15,Cold Outreach,Coding for Kids,West Region,Rep_03,4.13,Lead,Open,,,
LD-301847,04/14/2026 18:20,Partner Channel,Study Abroad Prep,West Region,Rep_03,4.84,Proposal Sent,Lost,Price Objection,1401.28,2026-05-26 22:45:47.841721
LD-301848,08/22/2025 17:16,Organic Search,k-12 math,,Rep_01,2.8,Contacted,Open,,,
LD-301849,28-May-2025 14:34,Organic Search,Coding for Kids,North Region,Rep_01,18.05,Demo Completed,Lost,Price Objection,637.89,2025-06-26 21:52:33.311250
LD-301850,2026-05-08 11:40:00,Paid Search,K-12 Math,International,Rep_15,2.15,Contacted,Open,,,
LD-301851,01-Apr-2025 18:26,Social Media,K-12 Math,West Region,Rep_08,0.8,Closed,Won,,588.72,2025-04-28 00:51:02.683016
LD-301852,2026-06-16 08:21:00,Social Media,K-12 Math,West Region,Rep_13,5.62,Contacted,Open,,,
LD-301853,02/08/2026 18:32,Paid Search,Competitive Exam Prep,North Region,Rep_01,1.34,Contacted,Open,,,
LD-301854,07/02/2025 13:23,Referral,Competitive Exam Prep,North Region,Rep_01,2.51,Closed,Won,,889.07,2025-08-10 23:06:06.846290
LD-301855,17-Oct-2025 16:31,Referral,Competitive Exam Prep,West Region,Rep_03,1.07,Negotiation,Lost,Price Objection,$854.84,2025-12-07 01:08:44.331362
LD-301856,03/23/2025 12:41,PPC,Coding for Kids,International,Rep_05,6.16,Contacted,Open,,,
LD-301857,20-Jun-2025 11:52,Paid Search,K-12 Math,North Region,Rep_01,4.21,Lead,Open,,,
LD-301858,15-Mar-2026 13:46,COLD OUTREACH,Coding for Kids,East Region,Rep_14,2.79,Contacted,Open,,,
LD-301859,19-Sep-2025 09:36,Cold Outreach,Competitive Exam Prep,East Region,Rep_09,4.82,Lead,Open,,,
LD-301860,05/17/2026 18:46,Webinar,Language Learning,East Region,Rep_04,1.37,Contacted,Open,,,
LD-301861,25-Dec-2025 19:05,Webinar,Language Learning,West Region,Rep_08,4.94,Closed,Won,,319.08,2026-02-11 20:42:08.273629
LD-301862,02/21/2025 15:20,paid search,Study Abroad Prep,South Region,Rep_12,2.72,Lead,Open,,,
LD-301863,05-Sep-2025 18:20,Social Media,Language Learning,International,Rep_05,12.69,Lead,Open,,,
LD-301864,17-Jul-2025 14:46,Paid Search,Competitive Exam Prep,South Region,Rep_07,4.7,Lead,Open,,,
LD-301865,2025-02-19 20:22:00,Partner Channel,Coding for Kids,North Region,Rep_06,7.39,Contacted,Open,,,
LD-301866,2026-01-02 12:26:00,Organic Search,Competitive Exam Prep,West Region,Rep_08,1.55,Contacted,Open,,,
LD-301867,23-Oct-2025 08:51,Social Media,Study Abroad Prep,West Region,Rep_08,2.78,Contacted,Open,,,
LD-301868,05-Sep-2025 18:35,Organic Search,K-12 Math,East Region,Rep_04,8.83,Contacted,Open,,,
LD-301869,07/09/2025 07:36,Cold Outreach,Coding for Kids,South Region,Rep_02,3.54,Lead,Open,,,
LD-301870,23-Jun-2025 16:37,Organic Search,K-12 Math,South Region,Rep_07,7.77,Negotiation,Lost,Price Objection,491.98,2025-08-05 01:03:41.873117
LD-301871,2025-12-26 17:57:00,Cold Outreach,Language Learning,West Region,Rep_03,3.74,Contacted,Open,,,
LD-301872,05/26/2026 12:04,COLD OUTREACH,Competitive Exam Prep,,Rep_08,2.02,Negotiation,Lost,No Response / Ghosted,846.24,2026-06-29 20:49:49.457967
LD-301873,2025-09-19 18:44:00,Cold Outreach,Language Learning,North Region,Rep_06,0.83,Lead,Open,,,
LD-301874,18-Apr-2025 11:41,Social Media,K-12 Math,West Region,Rep_13,0.41,Closed,Won,,463.84,2025-06-04 13:03:42.502955
LD-301875,26-Apr-2025 10:20,Paid Search,Language Learning,North Region,Rep_11,1.41,Contacted,Open,,,
LD-301876,10/13/2025 07:26,Organic Search,K-12 Math,East Region,Rep_09,0.87,Contacted,Open,,,
LD-301877,29-Dec-2025 13:43,Webinar,K-12 Math,,Rep_02,3.22,Contacted,Open,,,
LD-301878,2025-07-09 20:26:00,Social Media,Competitive Exam Prep,North Region,Rep_11,8.28,Contacted,Open,,,
LD-301879,2025-10-19 07:08:00,Partner Channel,Study Abroad Prep,West Region,Rep_03,0.61,Contacted,Open,,,
LD-301880,05-Sep-2025 20:39,Webinar,Competitive Exam Prep,South Region,Rep_12,1.69,Closed,Won,,$967.94,2025-10-25 19:56:34.789324
LD-301881,07/07/2025 13:01,Social Media,K12 Math,,Rep_13,2.89,Lead,Open,,,
LD-301882,13-Aug-2025 13:04,Referral,Coding for Kids,South Region,Rep_07,0.86,Contacted,Open,,,
LD-301883,2025-05-01 18:37:00,Cold Outreach,Competitive Exam Prep,West Region,Rep_03,10.94,Contacted,Open,,,
LD-301884,04-Jun-2025 09:11,Cold Outreach,Coding for Kids,West Region,Rep_03,4.03,Negotiation,Lost,No Response / Ghosted,574.5,2025-07-17 20:21:46.792262
LD-301885,2025-11-13 14:50:00,SOCIAL MEDIA,Competitive Exam Prep,East Region,Rep_14,6.15,Contacted,Open,,,
LD-301886,21-Jan-2025 14:34,Paid  Search,Language Learning,South Region,Rep_12,2.47,Contacted,Open,,,
LD-301887,2025-01-21 07:18:00,Social Media,Competitive Exam Prep,North Region,Rep_11,0.39,Contacted,Open,,,
LD-301888,08/14/2025 19:18,Social Media,K-12 Math,,Rep_15,21.28,Contacted,Open,,,
LD-301889,07/16/2025 17:00,Cold Outreach,Coding for Kids,West Region,Rep_08,3.8,Lead,Open,,,
LD-301890,05/26/2025 12:29,Paid Search,Coding for Kids,West Region,Rep_13,2.97,Demo Completed,Lost,Went With Competitor,711.58,2025-06-13 07:24:45.988133
LD-301891,09/08/2025 11:48,Organic Search,Study Abroad Prep,North Region,Rep_06,25.73,Contacted,Open,,,
LD-301892,2025-12-30 19:58:00,Paid Search,Language Learning,South Region,Rep_07,1.25,Lead,Open,,,
LD-301893,2025-05-22 17:25:00,organic search,Competitive Exam Prep,South Region,Rep_07,1.15,Proposal Sent,Lost,Budget Not Approved,1143.47,2025-06-27 11:04:13.504350
LD-301894,11/21/2025 07:53,Organic Search,K-12 Math,North Region,Rep_01,4.15,Negotiation,Lost,Bad Timing,$408.76,2025-12-24 08:21:28.927056
LD-301895,28-Apr-2026 14:25,Paid Search,Competitive Exam Prep,East Region,Rep_14,3.77,Contacted,Open,,,
LD-301896,2025-02-10 19:27:00,Organic Search,Language Learning,West Region,Rep_13,3.53,Negotiation,Lost,No Response / Ghosted,$308.89,2025-03-31 12:49:48.455948
LD-301897,24-Apr-2026 08:42,Paid Search,K-12 Math,South Region,Rep_07,0.91,Closed,Won,,$591.74,2026-05-31 04:29:29.214805
LD-301898,2025-01-17 09:00:00,Webinar,Coding for Kids,South Region,Rep_12,0.25,Demo Scheduled,Open,,,
LD-301899,04/17/2026 10:04,Paid Search,Language Learning,East Region,Rep_04,2.91,Lead,Open,,,
LD-301900,2025-10-29 20:54:00,Paid Search,Study Abroad Prep,International,Rep_05,3.87,Contacted,Open,,,
LD-301901,2026-06-15 15:56:00,Organic Search,K-12 Math,South Region,Rep_07,2.36,Closed,Won,,435.98,2026-08-01 03:50:07.096153
LD-301902,2025-10-01 07:35:00,Webinar,Coding For Kids,South Region,Rep_02,5.7,Contacted,Open,,,
LD-301903,01/18/2025 16:24,Webinar,Coding for Kids,East Region,Rep_04,2.88,Contacted,Open,,,
LD-301904,05/23/2025 20:01,Cold Outreach,Language Learning,East Region,Rep_09,23.99,Lead,Open,,,
LD-301905,2025-03-28 07:28:00,Paid Search,K-12 Math,East Region,Rep_04,1.67,Lead,Open,,,
LD-301906,06/22/2026 18:50,Organic Search,Competitive Exam Prep,South Region,Rep_12,3.19,Contacted,Open,,,
LD-301907,2025-11-03 08:55:00,Cold Outreach,K-12 Math,South Region,Rep_02,0.9,Lead,Open,,,
LD-301908,2025-01-09 19:33:00,Paid  Search,Language Learning,South Region,Rep_07,1.58,Contacted,Open,,,
LD-301909,2025-06-14 10:23:00,Webinar,Language Learning,South Region,Rep_02,2.03,Contacted,Open,,,
LD-301910,01/19/2026 08:34,Referral,Coding for Kids,West Region,Rep_13,1.52,Contacted,Open,,,
LD-301911,2026-05-25 15:36:00,Referral,K12 Math,South Region,Rep_12,2.6,Negotiation,Lost,Budget Not Approved,558.47,2026-07-06 11:48:22.858271
LD-301912,01/28/2025 11:55,Social Media,Competitive Exam Prep,North Region,Rep_06,4.43,Lead,Open,,,
LD-301913,05/02/2025 11:49,Organic Search,Competitive Exam Prep,South Region,Rep_02,3.67,Contacted,Open,,,
LD-301914,02/21/2025 10:16,Partner Channel,K-12 Math,North Region,Rep_06,2.06,Contacted,Open,,,
LD-301915,19-Sep-2025 09:23,Cold-Outreach,Coding for Kids,North Region,Rep_01,14.02,Lead,Open,,,
LD-301916,2025-10-20 10:44:00,Webinar,K-12 Math,West Region,Rep_08,3.75,Negotiation,Lost,Price Objection,570.24,2025-12-04 21:31:14.553312
LD-301917,04/17/2026 18:01,Organic Search,Competitive Exam Prep,East Region,Rep_14,6.52,Contacted,Open,,,
LD-301918,2025-04-14 15:06:00,Organic Search,Competitive Exam Prep,East Region,Rep_14,5.76,Lead,Open,,,
LD-301919,01/15/2026 17:19,Webinar,Competitive Exam Prep,East Region,Rep_09,7.33,Closed,Won,,1029.15,2026-02-12 03:59:07.803219
LD-301920,23-Apr-2025 20:05,Partner Channel,Competitive Exam Prep,International,Rep_15,14.0,Negotiation,Lost,No Response / Ghosted,935.16,2025-06-04 22:30:52.517520
LD-301921,04-Jul-2025 11:09,Paid Search,Study Abroad Prep,North Region,Rep_06,1.4,Contacted,Open,,,
LD-301922,24-Jul-2025 11:36,Referral,Competitive Exam Prep,South Region,Rep_12,0.9,Closed,Won,,818.07,2025-09-04 06:19:33.419110
LD-301923,20-Jun-2025 13:33,Partner Channel,Competitive Exam Prep,South Region,Rep_07,2.94,Negotiation,Lost,No Response / Ghosted,1015.46,2025-08-10 19:15:35.709332
LD-301924,2025-08-15 18:06:00,Paid Search,Competitive Exam Prep,South Region,Rep_07,4.26,Closed,Won,,909.22,2025-09-20 04:12:43.947345
LD-301925,02/28/2026 09:23,Cold Outreach,Competitive Exam Prep,North Region,Rep_06,10.33,Lead,Open,,,
LD-301926,02/11/2026 12:53,Partner Channel,Language Learning,South Region,Rep_02,2.87,Closed,Won,,352.13,2026-03-23 12:05:59.399714
LD-301927,11-May-2026 18:10,Organic Search,Study Abroad Prep,East Region,Rep_04,0.68,Contacted,Open,,,
LD-301928,10-Apr-2026 14:12,Organic search,K12 Math,International,Rep_10,1.66,Contacted,Open,,,
LD-301929,05/02/2025 07:32,Social Media,K-12 Math,West Region,Rep_13,2.15,Demo Scheduled,Open,,,
LD-301930,06/26/2025 16:58,Paid Search,Competitive Exam Prep,North Region,Rep_06,10.18,Lead,Open,,,
LD-301931,01/30/2025 08:25,Paid Search,K-12 Math,,Rep_03,2.47,Contacted,Open,,,
LD-301932,2025-04-30 16:39:00,Paid Search,Competitive Exam Prep,South Region,Rep_07,2.89,Negotiation,Lost,Price Objection,970.17,2025-06-07 12:21:08.909876
LD-301933,11/20/2025 17:54,Organic Search,K-12 Math,East Region,Rep_04,3.12,Contacted,Open,,,
LD-301934,05/12/2025 16:25,Organic Search,K-12 Math,International,Rep_05,1.8,Closed,Won,,575.53,2025-06-26 16:16:25.255745
LD-301935,22-May-2026 12:54,Paid Search,Study Abroad Prep,West Region,Rep_03,1.1,Demo Scheduled,Open,,,
LD-301936,12/15/2025 20:00,Paid Search,Coding for Kids,North Region,Rep_11,2.86,Proposal Sent,Lost,Budget Not Approved,$538.78,2026-01-25 20:03:14.553859
LD-301937,10/03/2025 20:13,Paid Search,Competitive Exam Prep,South Region,Rep_07,1.96,Demo Completed,Lost,Price Objection,$956.12,2025-11-04 20:37:08.241224
LD-301938,08/22/2025 15:17,Paid Search,Competitive Exam Prep,South Region,Rep_02,2.15,Contacted,Open,,,
LD-301939,2025-01-24 13:30:00,Social Media,Coding for Kids,East Region,Rep_09,1.54,Contacted,Open,,,
LD-301940,2026-02-13 09:09:00,Referral,Language Learning,West Region,Rep_08,0.76,Closed,Won,,385.64,2026-03-27 01:25:12.741928
LD-301941,21-May-2026 14:40,Referral,Coding for Kids,East Region,Rep_14,3.31,Proposal Sent,Lost,Price Objection,610.32,2026-06-25 00:06:40.696016
LD-301942,31-Mar-2025 09:13,Cold Outreach,Study Abroad Prep,,Rep_01,2.38,Lead,Open,,,
LD-301943,06/05/2026 11:38,Cold Outreach,Language Learning,North Region,Rep_01,7.1,Demo Scheduled,Open,,,
LD-301944,01/09/2026 13:54,Cold-Outreach,Coding for Kids,South Region,Rep_07,4.39,Lead,Open,,,
LD-301945,12/31/2025 10:36,Paid  Search,Competitive Exam Prep,East Region,Rep_04,6.68,Lead,Open,,,
LD-301946,05-May-2026 20:07,Organic Search,K-12 Math,North Region,Rep_11,1.42,Demo Completed,Lost,Went With Competitor,522.23,2026-06-12 21:16:37.378964
LD-301947,2026-03-09 20:19:00,Referral,Competitive Exam Prep,East Region,Rep_04,2.95,Contacted,Open,,,
LD-301948,28-Jan-2026 13:00,Organic Search,coding for kids,South Region,Rep_07,4.85,Contacted,Open,,,
LD-301949,16-Jan-2026 18:28,Organic Search,K-12 Math,South Region,Rep_07,2.18,Contacted,Open,,,
LD-301950,2026-06-29 18:47:00,Referral,Coding for Kids,South Region,Rep_12,5.11,Closed,Won,,$532.87,2026-08-06 14:53:17.253008
LD-301951,22-Jul-2025 16:19,Webinar,Language Learning,North Region,Rep_11,9.08,Closed,Won,,384.43,2025-08-24 20:59:42.367971
LD-301952,09-Jun-2025 20:47,Organic Search,K-12 Math,South Region,Rep_07,3.7,Proposal Sent,Lost,Went With Competitor,454.42,2025-07-25 14:48:26.723409
LD-301953,2025-10-31 16:57:00,Paid Search,Study Abroad Prep,East Region,Rep_14,4.08,Demo Completed,Lost,Price Objection,"$1,670.48",2025-11-26 18:00:17.998874
LD-301954,2026-06-12 15:08:00,Cold Outreach,Coding for Kids,West Region,Rep_13,2.2,Contacted,Open,,,
LD-301955,2025-06-07 18:15:00,Social Media,Coding for Kids,South Region,Rep_12,10.15,Contacted,Open,,,
LD-301956,2026-04-30 19:40:00,Organic Search,K-12  Math,North Region,Rep_11,1.5,Negotiation,Lost,Went With Competitor,595.55,2026-06-15 07:44:20.496225
LD-301957,14-Aug-2025 12:23,Social,K-12 Math,North Region,Rep_01,2.04,Contacted,Open,,,
LD-301958,08/18/2025 07:02,Referral,K-12 Math,North Region,Rep_11,0.66,Negotiation,Lost,Bad Timing,466.49,2025-09-22 07:31:24.032959
LD-301959,11/01/2025 13:07,Social,Coding for Kids,North Region,Rep_11,1.98,Lead,Open,,,
LD-301960,04-Dec-2025 16:24,Paid Search,K-12  Math,North Region,Rep_06,2.14,Contacted,Open,,,
LD-301961,07/23/2025 10:25,Partner Channel,Competitive Exam Prep,International,Rep_10,3.76,Proposal Sent,Lost,Went With Competitor,904.16,2025-09-08 05:47:34.030376
LD-301962,2026-04-07 12:54:00,Social Media,Competitive Exam Prep,International,Rep_05,14.14,Lead,Open,,,
LD-301963,10/12/2025 20:38,Cold Outreach,Competitive Exam Prep,West Region,Rep_13,5.77,Contacted,Open,,,
