lead_id,created_at,source,product,region,rep,response_time_hours,stage_reached,status,lost_reason,deal_value,closed_at
LD-300490,2025-12-05 07:21:00,Paid Search,Competitive Exam Prep,South Region,Rep_02,1.01,Contacted,Open,,,
LD-300491,2025-08-08 15:51:00,Social Media,Study Abroad Prep,West Region,Rep_03,0.64,Contacted,Open,,,
LD-300492,2025-03-01 08:46:00,Organic Search,K-12 Math,North Region,Rep_06,4.47,Contacted,Open,,,
LD-300493,2026-05-15 17:25:00,Paid Search,Language Learning,North Region,Rep_06,0.57,Contacted,Open,,,
LD-300494,2025-02-21 14:03:00,Paid Search,Coding for Kids,East Region,Rep_09,2.43,Lead,Open,,,
LD-300495,2026-01-22 14:33:00,Referral,K-12 Math,North Region,Rep_06,1.95,Contacted,Open,,,
LD-300496,2025-10-10 09:44:00,Referral,Competitive Exam Prep,South Region,Rep_07,10.79,Contacted,Open,,,
LD-300497,2025-04-08 11:24:00,Referral,Study Abroad Prep,North Region,Rep_01,0.66,Contacted,Open,,,
LD-300498,2026-02-09 12:16:00,Organic Search,Competitive Exam Prep,South Region,Rep_12,28.97,Demo Completed,Lost,Price Objection,1024.75,2026-03-13 17:24:52.476317
LD-300499,2025-09-13 17:04:00,Social Media,K-12 Math,South Region,Rep_12,4.45,Contacted,Open,,,
LD-300500,2026-01-08 14:38:00,Referral,Coding for Kids,East Region,Rep_14,5.02,Demo Completed,Lost,Budget Not Approved,714.89,2026-02-23 17:11:39.061088
LD-300501,2025-11-05 18:16:00,Referral,K-12 Math,North Region,Rep_11,3.35,Closed,Won,,432.34,2025-12-15 05:43:07.187638
LD-300502,2026-03-29 16:46:00,Organic Search,Language Learning,South Region,Rep_02,3.73,Contacted,Open,,,
LD-300503,2026-02-23 17:35:00,Social Media,Coding for Kids,South Region,Rep_07,2.45,Demo Completed,Lost,Went With Competitor,542.94,2026-04-09 12:13:41.343924
LD-300504,2026-02-12 14:03:00,Paid Search,Study Abroad Prep,North Region,Rep_06,0.81,Demo Scheduled,Open,,,
LD-300505,2026-03-02 18:14:00,Paid Search,Competitive Exam Prep,West Region,Rep_03,2.93,Lead,Open,,,
LD-300506,2026-03-20 18:04:00,Organic Search,K-12 Math,East Region,Rep_14,3.87,Demo Completed,Lost,Bad Timing,483.77,2026-04-15 17:44:49.741939
LD-300507,2025-03-09 12:43:00,Social Media,K-12 Math,South Region,Rep_07,5.77,Contacted,Open,,,
LD-300508,2025-10-16 13:51:00,Partner Channel,Study Abroad Prep,North Region,Rep_01,1.71,Closed,Won,,1567.84,2025-11-18 12:21:16.050331
LD-300509,2026-04-17 17:13:00,Cold Outreach,Coding for Kids,North Region,Rep_01,10.12,Contacted,Open,,,
LD-300510,2025-02-22 17:30:00,Partner Channel,Study Abroad Prep,East Region,Rep_04,9.0,Lead,Open,,,
LD-300511,2026-05-22 15:35:00,Referral,K-12 Math,East Region,Rep_14,2.35,Demo Scheduled,Open,,,
LD-300512,2025-10-20 12:47:00,Webinar,K-12 Math,North Region,Rep_06,0.37,Contacted,Open,,,
LD-300513,2025-12-26 14:10:00,Social Media,Study Abroad Prep,West Region,Rep_03,1.12,Contacted,Open,,,
LD-300514,2025-08-23 07:28:00,Organic Search,Coding for Kids,West Region,Rep_08,2.36,Contacted,Open,,,
LD-300515,2025-07-31 11:16:00,Partner Channel,Language Learning,South Region,Rep_07,0.88,Closed,Won,,310.96,2025-09-09 09:14:58.953227
LD-300516,2025-12-19 09:04:00,Paid Search,Competitive Exam Prep,International,Rep_15,1.53,Contacted,Open,,,
LD-300517,2025-02-12 09:25:00,Paid Search,Coding for Kids,South Region,Rep_07,1.41,Contacted,Open,,,
LD-300518,2026-01-16 10:24:00,Paid Search,Competitive Exam Prep,South Region,Rep_07,6.42,Contacted,Open,,,
LD-300519,2025-12-11 11:18:00,Organic Search,Study Abroad Prep,North Region,Rep_01,1.91,Demo Completed,Lost,Price Objection,1623.03,2025-12-31 20:01:20.508679
LD-300520,2026-06-01 14:51:00,Social Media,K-12 Math,International,Rep_10,4.04,Lead,Open,,,
LD-300521,2026-02-02 15:04:00,Paid Search,K-12 Math,East Region,Rep_14,3.52,Lead,Open,,,
LD-300522,2025-11-11 15:57:00,Cold Outreach,Coding for Kids,North Region,Rep_11,1.06,Demo Scheduled,Open,,,
LD-300523,2025-12-23 07:11:00,Social Media,K-12 Math,East Region,Rep_14,0.76,Demo Scheduled,Open,,,
LD-300524,2025-12-02 09:15:00,Organic Search,Language Learning,South Region,Rep_12,5.99,Contacted,Open,,,
LD-300525,2025-03-05 16:15:00,Cold Outreach,Language Learning,North Region,Rep_01,0.57,Contacted,Open,,,
LD-300526,2025-04-07 11:41:00,Organic Search,Coding for Kids,East Region,Rep_14,2.28,Contacted,Open,,,
LD-300527,2025-06-20 11:15:00,Partner Channel,K-12 Math,East Region,Rep_09,1.3,Negotiation,Lost,Went With Competitor,583.41,2025-08-04 16:51:32.881325
LD-300528,2025-09-15 10:04:00,Social Media,Coding for Kids,South Region,Rep_12,5.28,Contacted,Open,,,
LD-300529,2025-12-25 13:31:00,Cold Outreach,Coding for Kids,West Region,Rep_03,1.56,Demo Scheduled,Open,,,
LD-300530,2026-01-07 16:22:00,Paid Search,K-12 Math,South Region,Rep_12,1.86,Demo Completed,Lost,Price Objection,555.39,2026-02-17 21:18:04.832909
LD-300531,2026-03-04 14:58:00,Social Media,K-12 Math,North Region,Rep_11,5.07,Contacted,Open,,,
LD-300532,2025-01-31 07:32:00,Referral,Competitive Exam Prep,North Region,Rep_01,5.84,Negotiation,Lost,Went With Competitor,963.09,2025-03-20 00:43:22.185399
LD-300533,2025-02-18 14:45:00,Organic Search,Language Learning,International,Rep_05,5.34,Contacted,Open,,,
LD-300534,2025-02-08 20:51:00,Referral,K-12 Math,South Region,Rep_07,3.1,Contacted,Open,,,
LD-300535,2025-02-01 11:41:00,Social Media,Coding for Kids,South Region,Rep_07,5.57,Demo Completed,Lost,Went With Competitor,655.38,2025-03-07 12:06:26.942769
LD-300536,2026-04-29 17:31:00,Referral,K-12 Math,North Region,Rep_06,1.95,Lead,Open,,,
LD-300537,2026-01-16 08:57:00,Referral,K-12 Math,West Region,Rep_13,5.53,Closed,Won,,493.05,2026-03-03 15:58:48.634542
LD-300538,2025-10-24 13:27:00,Social Media,K-12 Math,West Region,Rep_08,2.43,Contacted,Open,,,
LD-300539,2026-05-13 17:29:00,Cold Outreach,K-12 Math,International,Rep_15,3.58,Lead,Open,,,
LD-300540,2026-06-22 10:52:00,Social Media,K-12 Math,West Region,Rep_08,0.44,Contacted,Open,,,
LD-300541,2025-03-19 08:26:00,Paid Search,Coding for Kids,West Region,Rep_08,2.73,Contacted,Open,,,
LD-300542,2025-05-30 20:33:00,Webinar,Competitive Exam Prep,International,Rep_15,4.43,Contacted,Open,,,
LD-300543,2025-10-01 16:01:00,Organic Search,Study Abroad Prep,International,Rep_15,3.11,Demo Completed,Lost,Price Objection,1502.97,2025-11-03 13:57:58.187043
LD-300544,2026-05-08 10:23:00,Organic Search,Competitive Exam Prep,West Region,Rep_13,11.25,Closed,Won,,916.39,2026-06-27 05:50:22.949311
LD-300545,2025-05-13 08:58:00,Referral,Coding for Kids,West Region,Rep_03,2.18,Negotiation,Lost,Went With Competitor,667.66,2025-07-07 23:51:54.041156
LD-300546,2025-06-24 11:27:00,Referral,Study Abroad Prep,West Region,Rep_08,3.15,Closed,Won,,1716.36,2025-08-01 16:19:15.367679
LD-300547,2025-10-22 14:28:00,Paid Search,Study Abroad Prep,West Region,Rep_13,1.17,Contacted,Open,,,
LD-300548,2025-05-27 07:09:00,Organic Search,Coding for Kids,South Region,Rep_12,2.92,Contacted,Open,,,
LD-300549,2026-04-17 07:17:00,Webinar,Language Learning,North Region,Rep_11,2.48,Contacted,Open,,,
LD-300550,2025-12-19 12:17:00,Cold Outreach,Study Abroad Prep,South Region,Rep_02,0.95,Demo Scheduled,Open,,,
LD-300551,2025-10-25 12:58:00,Paid Search,Competitive Exam Prep,East Region,Rep_09,7.1,Contacted,Open,,,
LD-300552,2025-01-31 12:31:00,Social Media,Study Abroad Prep,West Region,Rep_13,1.78,Negotiation,Lost,Went With Competitor,1484.26,2025-03-11 13:20:23.682892
LD-300553,2025-03-24 13:02:00,Referral,Language Learning,South Region,Rep_12,2.51,Negotiation,Lost,Went With Competitor,395.38,2025-05-13 16:29:28.031484
LD-300554,2026-06-18 17:44:00,Organic Search,Language Learning,West Region,Rep_03,2.41,Demo Completed,Lost,Bad Timing,383.12,2026-08-01 00:14:51.620342
LD-300555,2025-01-22 10:34:00,Organic Search,K-12 Math,International,Rep_10,15.1,Contacted,Open,,,
LD-300556,2025-01-30 17:53:00,Paid Search,Language Learning,North Region,Rep_06,2.01,Contacted,Open,,,
LD-300557,2025-01-22 12:39:00,Cold Outreach,Language Learning,East Region,Rep_14,3.23,Demo Scheduled,Open,,,
LD-300558,2026-05-24 08:01:00,Cold Outreach,Competitive Exam Prep,West Region,Rep_03,4.28,Lead,Open,,,
LD-300559,2025-05-02 13:02:00,Referral,Language Learning,West Region,Rep_08,4.82,Closed,Won,,394.76,2025-06-15 02:12:05.063021
LD-300560,2026-05-15 14:06:00,Organic Search,Language Learning,North Region,Rep_06,10.59,Contacted,Open,,,
LD-300561,2025-12-26 15:09:00,Cold Outreach,Language Learning,West Region,Rep_13,2.22,Contacted,Open,,,
LD-300562,2025-09-07 10:30:00,Partner Channel,Coding for Kids,South Region,Rep_07,0.9,Contacted,Open,,,
LD-300563,2025-06-24 16:45:00,Referral,Study Abroad Prep,West Region,Rep_13,1.17,Negotiation,Lost,No Response / Ghosted,1498.8,2025-08-13 13:59:05.990214
LD-300564,2025-01-20 16:54:00,Paid Search,K-12 Math,West Region,Rep_13,14.6,Lead,Open,,,
LD-300565,2025-07-31 12:14:00,Organic Search,K-12 Math,North Region,Rep_06,5.08,Lead,Open,,,
LD-300566,2025-06-01 08:55:00,Paid Search,K-12 Math,East Region,Rep_04,2.81,Contacted,Open,,,
LD-300567,2025-01-08 20:46:00,Organic Search,K-12 Math,West Region,Rep_08,1.46,Closed,Won,,533.08,2025-02-13 12:58:24.852338
LD-300568,2026-03-26 18:21:00,Partner Channel,Coding for Kids,South Region,Rep_02,2.86,Closed,Won,,565.02,2026-04-19 02:07:20.132946
LD-300569,2026-06-19 19:27:00,Referral,K-12 Math,North Region,Rep_11,3.37,Contacted,Open,,,
LD-300570,2025-01-17 19:14:00,Social Media,K-12 Math,West Region,Rep_03,1.98,Lead,Open,,,
LD-300571,2025-07-25 07:16:00,Paid Search,Competitive Exam Prep,South Region,Rep_02,1.55,Negotiation,Lost,Price Objection,1183.15,2025-08-26 00:23:28.562967
LD-300572,2025-03-28 09:46:00,Social Media,Coding for Kids,South Region,Rep_02,1.13,Demo Scheduled,Open,,,
LD-300573,2025-04-26 14:07:00,Social Media,K-12 Math,International,Rep_10,2.13,Lead,Open,,,
LD-300574,2026-05-12 14:49:00,Social Media,K-12 Math,East Region,Rep_14,1.23,Contacted,Open,,,
LD-300575,2025-07-04 20:24:00,Partner Channel,Language Learning,International,Rep_05,1.2,Contacted,Open,,,
LD-300576,2026-03-07 11:45:00,Referral,K-12 Math,South Region,Rep_02,6.36,Closed,Won,,448.04,2026-04-16 14:38:29.730514
LD-300577,2026-06-03 07:06:00,Referral,Competitive Exam Prep,West Region,Rep_13,7.62,Contacted,Open,,,
LD-300578,2026-02-11 11:12:00,Organic Search,Competitive Exam Prep,West Region,Rep_03,1.17,Contacted,Open,,,
LD-300579,2026-06-08 16:22:00,Referral,Language Learning,International,Rep_10,8.18,Negotiation,Lost,No Response / Ghosted,364.46,2026-07-27 19:12:44.154411
LD-300580,2025-07-24 11:39:00,Paid Search,Competitive Exam Prep,West Region,Rep_13,1.17,Closed,Won,,1066.47,2025-09-03 16:46:39.280280
LD-300581,2026-02-04 08:05:00,Social Media,K-12 Math,East Region,Rep_04,1.12,Contacted,Open,,,
LD-300582,2026-04-17 10:37:00,Webinar,Study Abroad Prep,North Region,Rep_01,2.32,Contacted,Open,,,
LD-300583,2026-01-30 16:46:00,Social Media,Study Abroad Prep,North Region,Rep_11,2.1,Contacted,Open,,,
LD-300584,2025-05-12 16:11:00,Webinar,Coding for Kids,South Region,Rep_07,12.08,Contacted,Open,,,
LD-300585,2026-06-19 17:57:00,Social Media,Coding for Kids,International,Rep_05,4.0,Contacted,Open,,,
LD-300586,2025-01-03 10:16:00,Organic Search,Coding for Kids,International,Rep_10,1.02,Contacted,Open,,,
LD-300587,2026-01-19 15:34:00,Referral,K-12 Math,South Region,Rep_12,0.69,Closed,Won,,438.87,2026-02-19 16:21:24.024216
LD-300588,2025-08-21 15:13:00,Social Media,Competitive Exam Prep,West Region,Rep_03,1.65,Lead,Open,,,
LD-300589,2025-01-29 15:33:00,Webinar,K-12 Math,East Region,Rep_09,5.47,Negotiation,Lost,No Response / Ghosted,499.53,2025-03-11 18:41:38.089811
LD-300590,2025-08-19 18:28:00,Partner Channel,Competitive Exam Prep,South Region,Rep_12,10.84,Contacted,Open,,,
LD-300591,2025-12-19 13:12:00,Social Media,K-12 Math,North Region,Rep_06,4.6,Contacted,Open,,,
LD-300592,2025-08-31 16:25:00,Organic Search,Competitive Exam Prep,East Region,Rep_09,1.34,Contacted,Open,,,
LD-300593,2025-06-02 07:44:00,Cold Outreach,K-12 Math,North Region,Rep_01,0.3,Lead,Open,,,
LD-300594,2026-03-13 15:07:00,Partner Channel,K-12 Math,North Region,Rep_01,2.85,Proposal Sent,Lost,Price Objection,478.25,2026-04-09 16:06:39.244104
LD-300595,2026-03-19 10:32:00,Partner Channel,K-12 Math,East Region,Rep_04,2.49,Contacted,Open,,,
LD-300596,2025-12-03 14:22:00,Paid Search,Study Abroad Prep,West Region,Rep_03,3.63,Lead,Open,,,
LD-300597,2025-02-26 10:46:00,Cold Outreach,Competitive Exam Prep,South Region,Rep_02,8.02,Lead,Open,,,
LD-300598,2025-05-30 19:59:00,Referral,K-12 Math,South Region,Rep_12,1.51,Contacted,Open,,,
LD-300599,2025-03-14 10:02:00,Cold Outreach,Competitive Exam Prep,South Region,Rep_07,6.97,Contacted,Open,,,
LD-300600,2026-03-09 13:40:00,Partner Channel,Language Learning,West Region,Rep_08,8.4,Closed,Won,,358.06,2026-04-14 21:26:30.181277
LD-300601,2025-05-25 20:10:00,Cold Outreach,K-12 Math,West Region,Rep_03,10.47,Contacted,Open,,,
LD-300602,2026-02-03 13:25:00,Social Media,K-12 Math,East Region,Rep_09,6.31,Lead,Open,,,
LD-300603,2025-07-16 20:59:00,Cold Outreach,Coding for Kids,South Region,Rep_12,5.51,Lead,Open,,,
LD-300604,2025-05-09 08:03:00,Social Media,K-12 Math,South Region,Rep_12,2.85,Contacted,Open,,,
LD-300605,2026-03-27 19:05:00,Referral,K-12 Math,West Region,Rep_13,3.12,Closed,Won,,466.69,2026-05-01 19:03:54.391266
LD-300606,2026-04-03 11:24:00,Social Media,K-12 Math,International,Rep_05,3.71,Contacted,Open,,,
LD-300607,2025-04-11 17:51:00,Organic Search,Language Learning,East Region,Rep_04,3.4,Contacted,Open,,,
LD-300608,2025-04-21 08:23:00,Webinar,Coding for Kids,North Region,Rep_11,0.98,Lead,Open,,,
LD-300609,2026-04-23 20:40:00,Webinar,Competitive Exam Prep,East Region,Rep_14,2.05,Proposal Sent,Lost,Price Objection,978.18,2026-06-04 11:52:04.986461
LD-300610,2026-03-31 10:53:00,Referral,K-12 Math,West Region,Rep_03,1.31,Closed,Won,,513.79,2026-05-16 20:06:04.907754
LD-300611,2025-03-06 08:44:00,Paid Search,K-12 Math,North Region,Rep_11,0.72,Closed,Won,,596.88,2025-04-12 11:54:02.800424
LD-300612,2025-07-14 17:12:00,Cold Outreach,Competitive Exam Prep,International,Rep_05,0.99,Contacted,Open,,,
LD-300613,2025-01-27 10:35:00,Referral,Competitive Exam Prep,East Region,Rep_09,0.84,Negotiation,Lost,Price Objection,841.83,2025-03-08 11:19:16.515482
LD-300614,2026-02-27 14:28:00,Organic Search,Coding for Kids,South Region,Rep_07,3.95,Proposal Sent,Lost,Budget Not Approved,595.59,2026-04-12 08:49:25.405813
LD-300615,2026-03-11 11:56:00,Social Media,K-12 Math,East Region,Rep_14,2.91,Contacted,Open,,,
LD-300616,2025-10-17 07:40:00,Social Media,K-12 Math,International,Rep_15,1.9,Proposal Sent,Lost,Bad Timing,561.44,2025-11-19 03:12:47.308301
LD-300617,2025-12-09 18:22:00,Paid Search,K-12 Math,East Region,Rep_14,2.72,Contacted,Open,,,
LD-300618,2026-05-15 10:34:00,Social Media,Coding for Kids,West Region,Rep_13,7.88,Contacted,Open,,,
LD-300619,2026-06-27 15:57:00,Webinar,Competitive Exam Prep,South Region,Rep_12,1.26,Contacted,Open,,,
LD-300620,2025-06-06 08:09:00,Paid Search,Study Abroad Prep,West Region,Rep_13,0.81,Contacted,Open,,,
LD-300621,2025-08-07 12:45:00,Organic Search,K-12 Math,West Region,Rep_03,3.23,Contacted,Open,,,
LD-300622,2025-08-13 10:16:00,Referral,Competitive Exam Prep,International,Rep_05,1.99,Contacted,Open,,,
LD-300623,2025-09-15 09:13:00,Social Media,K-12 Math,South Region,Rep_07,3.93,Lead,Open,,,
LD-300624,2025-12-10 09:34:00,Paid Search,Coding for Kids,North Region,Rep_01,2.17,Contacted,Open,,,
LD-300625,2025-06-21 20:19:00,Social Media,K-12 Math,South Region,Rep_07,6.87,Contacted,Open,,,
LD-300626,2026-05-15 12:10:00,Social Media,K-12 Math,South Region,Rep_07,1.58,Contacted,Open,,,
LD-300627,2025-01-24 14:14:00,Webinar,Study Abroad Prep,West Region,Rep_08,0.92,Contacted,Open,,,
LD-300628,2026-01-02 07:11:00,Cold Outreach,Coding for Kids,North Region,Rep_11,1.5,Proposal Sent,Lost,Bad Timing,629.81,2026-02-04 15:12:45.447880
LD-300629,2025-10-10 10:33:00,Organic Search,K-12 Math,South Region,Rep_12,7.66,Closed,Won,,430.24,2025-11-18 00:22:05.065748
LD-300630,2026-05-04 15:35:00,Webinar,Study Abroad Prep,West Region,Rep_13,1.73,Negotiation,Lost,Bad Timing,1481.49,2026-06-29 11:47:33.254683
LD-300631,2025-03-06 08:15:00,Referral,Coding for Kids,South Region,Rep_07,2.02,Closed,Won,,701.93,2025-04-13 01:37:40.396887
LD-300632,2025-05-22 16:59:00,Webinar,Language Learning,North Region,Rep_11,14.14,Closed,Won,,347.48,2025-07-02 13:16:27.291159
LD-300633,2025-11-18 09:59:00,Referral,Study Abroad Prep,East Region,Rep_09,7.72,Lead,Open,,,
LD-300634,2025-05-16 16:52:00,Organic Search,Coding for Kids,South Region,Rep_02,1.32,Contacted,Open,,,
LD-300635,2026-03-06 07:00:00,Organic Search,Competitive Exam Prep,South Region,Rep_07,2.01,Contacted,Open,,,
LD-300636,2026-05-13 15:03:00,Organic Search,Language Learning,North Region,Rep_06,3.92,Demo Completed,Lost,Price Objection,313.21,2026-06-14 23:48:22.832665
LD-300637,2026-03-17 16:39:00,Organic Search,Competitive Exam Prep,International,Rep_05,5.86,Demo Scheduled,Open,,,
LD-300638,2026-06-26 07:08:00,Partner Channel,K-12 Math,East Region,Rep_14,4.66,Negotiation,Lost,No Response / Ghosted,579.67,2026-08-07 12:52:26.170309
LD-300639,2025-03-27 14:03:00,Organic Search,Language Learning,West Region,Rep_03,2.07,Contacted,Open,,,
LD-300640,2025-02-10 11:23:00,Paid Search,K-12 Math,North Region,Rep_11,5.35,Proposal Sent,Lost,Bad Timing,562.66,2025-03-12 13:28:27.674292
LD-300641,2026-02-17 19:49:00,Paid Search,K-12 Math,North Region,Rep_06,3.29,Contacted,Open,,,
LD-300642,2026-03-19 11:23:00,Organic Search,Study Abroad Prep,South Region,Rep_07,1.11,Contacted,Open,,,
LD-300643,2025-11-28 12:31:00,Social Media,Language Learning,South Region,Rep_02,1.02,Demo Completed,Lost,Price Objection,330.68,2026-01-01 21:41:39.890870
LD-300644,2025-04-25 20:38:00,Organic Search,K-12 Math,North Region,Rep_11,1.74,Negotiation,Lost,Price Objection,449.19,2025-06-16 00:26:31.157656
LD-300645,2026-03-22 09:07:00,Partner Channel,Competitive Exam Prep,East Region,Rep_09,3.62,Lead,Open,,,
LD-300646,2025-07-29 12:22:00,Organic Search,Competitive Exam Prep,South Region,Rep_07,0.85,Closed,Won,,1069.7,2025-09-07 18:49:18.085448
LD-300647,2025-05-04 20:06:00,Organic Search,Study Abroad Prep,East Region,Rep_14,5.01,Lead,Open,,,
LD-300648,2025-04-27 20:39:00,Cold Outreach,Language Learning,East Region,Rep_14,1.88,Contacted,Open,,,
LD-300649,2025-01-21 07:26:00,Partner Channel,Study Abroad Prep,North Region,Rep_06,7.26,Demo Completed,Lost,Price Objection,1721.73,2025-02-19 05:56:17.315317
LD-300650,2026-03-12 13:07:00,Partner Channel,Competitive Exam Prep,East Region,Rep_09,21.43,Contacted,Open,,,
LD-300651,2026-02-21 07:44:00,Webinar,Language Learning,West Region,Rep_13,7.31,Contacted,Open,,,
LD-300652,2025-04-10 13:33:00,Paid Search,Competitive Exam Prep,South Region,Rep_02,2.73,Contacted,Open,,,
LD-300653,2026-05-16 12:00:00,Organic Search,Coding for Kids,West Region,Rep_08,4.32,Closed,Won,,581.33,2026-06-29 04:25:04.098707
LD-300654,2026-05-02 08:06:00,Organic Search,Language Learning,East Region,Rep_14,6.31,Lead,Open,,,
LD-300655,2025-06-06 12:38:00,Organic Search,Coding for Kids,West Region,Rep_08,3.16,Closed,Won,,589.26,2025-07-09 23:53:18.393234
LD-300656,2026-03-17 12:13:00,Social Media,Language Learning,North Region,Rep_11,4.3,Demo Completed,Lost,Budget Not Approved,307.98,2026-04-14 05:32:11.181340
LD-300657,2025-06-13 16:07:00,Referral,Coding for Kids,International,Rep_10,2.83,Demo Completed,Lost,Price Objection,678.66,2025-07-22 15:34:49.789455
LD-300658,2025-03-17 17:44:00,Cold Outreach,Language Learning,West Region,Rep_13,10.99,Contacted,Open,,,
LD-300659,2026-05-19 13:53:00,Paid Search,Competitive Exam Prep,South Region,Rep_07,4.76,Closed,Won,,1019.93,2026-06-22 10:40:10.239941
LD-300660,2025-12-31 07:06:00,Organic Search,Study Abroad Prep,West Region,Rep_13,2.25,Contacted,Open,,,
LD-300661,2025-01-10 12:34:00,Organic Search,Language Learning,International,Rep_05,4.68,Contacted,Open,,,
LD-300662,2025-02-10 13:37:00,Paid Search,Language Learning,South Region,Rep_07,2.73,Demo Completed,Lost,Price Objection,334.92,2025-03-15 00:00:12.032926
LD-300663,2026-01-25 15:43:00,Cold Outreach,K-12 Math,West Region,Rep_08,1.93,Lead,Open,,,
LD-300664,2025-07-07 14:57:00,Organic Search,Competitive Exam Prep,South Region,Rep_07,17.53,Closed,Won,,881.6,2025-09-04 17:06:47.907700
LD-300665,2025-10-16 19:09:00,Cold Outreach,Coding for Kids,West Region,Rep_03,2.78,Negotiation,Lost,Bad Timing,553.16,2025-11-22 00:16:22.380838
LD-300666,2025-03-21 16:01:00,Partner Channel,Coding for Kids,West Region,Rep_13,6.14,Contacted,Open,,,
LD-300667,2025-01-31 17:36:00,Organic Search,Coding for Kids,South Region,Rep_07,8.17,Contacted,Open,,,
LD-300668,2025-03-19 11:11:00,Paid Search,Competitive Exam Prep,North Region,Rep_01,6.79,Lead,Open,,,
LD-300669,2026-06-28 12:31:00,Paid Search,Study Abroad Prep,South Region,Rep_07,0.91,Demo Completed,Lost,No Response / Ghosted,1719.14,2026-07-23 12:09:34.253773
LD-300670,2025-03-13 14:14:00,Webinar,Study Abroad Prep,North Region,Rep_01,2.86,Closed,Won,,1280.65,2025-04-29 15:45:44.994600
LD-300671,2025-08-08 09:22:00,Social Media,K-12 Math,South Region,Rep_12,9.65,Contacted,Open,,,
LD-300672,2025-06-02 15:09:00,Partner Channel,Language Learning,South Region,Rep_12,3.25,Negotiation,Lost,Bad Timing,305.04,2025-08-13 05:01:20.380816
LD-300673,2025-11-02 19:39:00,Referral,Competitive Exam Prep,West Region,Rep_08,0.6,Closed,Won,,1102.39,2025-12-21 17:33:32.725674
LD-300674,2025-01-27 18:42:00,Paid Search,Coding for Kids,South Region,Rep_12,2.24,Contacted,Open,,,
LD-300675,2025-12-05 13:30:00,Referral,Coding for Kids,South Region,Rep_07,2.18,Closed,Won,,540.75,2026-01-25 08:03:09.064326
LD-300676,2026-02-06 20:55:00,Social Media,Coding for Kids,North Region,Rep_11,3.2,Lead,Open,,,
LD-300677,2025-01-17 07:01:00,Paid Search,Study Abroad Prep,East Region,Rep_14,2.83,Lead,Open,,,
LD-300678,2026-03-03 07:14:00,Social Media,Study Abroad Prep,North Region,Rep_06,1.57,Contacted,Open,,,
LD-300679,2026-01-23 18:38:00,Social Media,Study Abroad Prep,North Region,Rep_11,7.36,Contacted,Open,,,
LD-300680,2025-06-10 19:26:00,Referral,Competitive Exam Prep,North Region,Rep_01,3.77,Closed,Won,,857.04,2025-07-22 18:49:13.206024
LD-300681,2026-03-19 20:42:00,Organic Search,Competitive Exam Prep,International,Rep_10,5.84,Contacted,Open,,,
LD-300682,2026-06-15 12:58:00,Paid Search,Competitive Exam Prep,East Region,Rep_04,1.99,Lead,Open,,,
LD-300683,2025-04-04 20:12:00,Paid Search,Competitive Exam Prep,West Region,Rep_13,4.39,Lead,Open,,,
LD-300684,2025-03-05 18:22:00,Webinar,Competitive Exam Prep,East Region,Rep_04,3.83,Demo Completed,Lost,Budget Not Approved,849.01,2025-04-06 20:34:09.699157
LD-300685,2025-10-13 20:05:00,Organic Search,Coding for Kids,West Region,Rep_13,2.54,Closed,Won,,578.13,2025-11-06 04:43:45.688905
LD-300686,2026-03-10 18:11:00,Webinar,Coding for Kids,North Region,Rep_01,2.93,Contacted,Open,,,
LD-300687,2025-12-20 07:52:00,Organic Search,Language Learning,South Region,Rep_02,1.91,Contacted,Open,,,
LD-300688,2026-01-23 19:40:00,Cold Outreach,K-12 Math,North Region,Rep_11,2.24,Contacted,Open,,,
LD-300689,2025-12-08 17:36:00,Partner Channel,Coding for Kids,East Region,Rep_14,0.34,Contacted,Open,,,
LD-300690,2026-05-15 12:32:00,Paid Search,Language Learning,South Region,Rep_02,6.73,Lead,Open,,,
LD-300691,2026-02-05 17:49:00,Paid Search,K-12 Math,South Region,Rep_12,2.37,Lead,Open,,,
LD-300692,2026-02-23 09:52:00,Paid Search,Coding for Kids,South Region,Rep_07,10.7,Proposal Sent,Lost,Price Objection,741.62,2026-03-31 09:21:06.630755
LD-300693,2026-01-30 09:36:00,Social Media,Study Abroad Prep,South Region,Rep_12,3.05,Demo Scheduled,Open,,,
LD-300694,2025-12-16 20:16:00,Referral,K-12 Math,International,Rep_10,11.66,Contacted,Open,,,
LD-300695,2026-05-06 11:23:00,Partner Channel,K-12 Math,South Region,Rep_02,1.28,Contacted,Open,,,
LD-300696,2025-09-22 15:59:00,Organic Search,Competitive Exam Prep,North Region,Rep_06,3.92,Closed,Won,,1070.84,2025-11-11 06:35:02.045508
LD-300697,2025-08-20 10:04:00,Organic Search,Competitive Exam Prep,West Region,Rep_03,1.14,Lead,Open,,,
LD-300698,2026-01-22 07:56:00,Organic Search,Study Abroad Prep,North Region,Rep_11,1.3,Demo Completed,Lost,Price Objection,1208.23,2026-02-22 08:35:29.131152
LD-300699,2026-04-17 08:04:00,Social Media,Study Abroad Prep,International,Rep_10,5.63,Lead,Open,,,
LD-300700,2026-02-06 18:07:00,Social Media,Coding for Kids,South Region,Rep_12,1.52,Lead,Open,,,
LD-300701,2026-06-05 11:50:00,Cold Outreach,K-12 Math,South Region,Rep_07,2.95,Contacted,Open,,,
LD-300702,2025-01-31 08:55:00,Social Media,Competitive Exam Prep,South Region,Rep_07,8.62,Lead,Open,,,
